"candidate_id","location_city","city_dev_score","sex","prior_experience","university_enrollment","academic_qualification","field_of_study","work_experience_years","employer_size","employer_type","time_since_last_job_change","hours_of_training","target"
2590,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",75,"0"
22810,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","50-99","Pvt Ltd","2",28,"0"
25175,"city_16",0.91,"","No relevent experience","no_enrollment","Graduate","STEM","3","100-500","Pvt Ltd","3",20,"0"
11448,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","3","","","never",22,"1"
9854,"city_73",0.754,"","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd","1",11,"0"
4515,"city_100",0.887,"Male","Has relevent experience","Part time course","Phd","STEM",">20","","",">4",41,"0"
9191,"city_173",0.878,"","No relevent experience","Full time course","Masters","STEM","12","50-99","Public Sector","1",152,"0"
18500,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","","","2",83,"0"
20502,"city_57",0.866,"","Has relevent experience","no_enrollment","Graduate","STEM","9","Oct-49","Pvt Ltd",">4",206,"0"
4374,"city_103",0.92,"Male","No relevent experience","no_enrollment","High School","","5","","","1",112,"1"
23316,"city_40",0.776,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Pvt Ltd","1",15,"0"
9625,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd",">4",67,"0"
18182,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","2","","","never",50,"1"
24633,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts","4","","","never",73,"0"
16162,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",27,"1"
27375,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","500-999","Pvt Ltd",">4",330,"0"
22352,"city_160",0.92,"","Has relevent experience","no_enrollment","Masters","Humanities",">20","<10","Other","",42,"0"
1375,"city_23",0.899,"","Has relevent experience","Part time course","Graduate","STEM","6","500-999","Funded Startup","1",23,"0"
9221,"city_173",0.878,"","No relevent experience","","High School","","7","","","never",96,"0"
30458,"city_142",0.727,"","No relevent experience","Part time course","Graduate","STEM","6","","","",110,"1"
31711,"city_20",0.796,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",86,"0"
450,"city_39",0.898,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",146,"0"
4594,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","100-500","Pvt Ltd","4",47,"0"
3088,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Funded Startup","1",11,"1"
16247,"city_158",0.766,"","Has relevent experience","Part time course","High School","","4","","","2",7,"1"
1502,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","4",200,"0"
17606,"city_114",0.926,"","No relevent experience","Full time course","High School","","7","<10","Early Stage Startup","2",77,"0"
13258,"city_76",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","<10","Pvt Ltd",">4",3,"0"
30085,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","100-500","Pvt Ltd","1",70,"0"
14605,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","5000-9999","Pvt Ltd","1",94,"0"
17839,"city_99",0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",51,"1"
1158,"city_103",0.92,"","No relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","4",101,"0"
418,"city_173",0.878,"","Has relevent experience","no_enrollment","Masters","STEM","16","5000-9999","Pvt Ltd","2",35,"0"
20810,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","Arts","14","Oct-49","Pvt Ltd","3",42,"0"
11416,"city_159",0.843,"","No relevent experience","Full time course","Graduate","STEM","3","","","never",9,"1"
16733,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","Arts","<1","<10","Early Stage Startup","1",32,"0"
5767,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","7","","","1",134,"1"
16547,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","5","","","never",22,"0"
9818,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","<10","Pvt Ltd","2",24,"0"
2372,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","1",131,"0"
28633,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","8","100-500","Pvt Ltd","2",41,"1"
26672,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","17","1000-4999","Pvt Ltd","3",17,"0"
5328,"city_74",0.579,"","No relevent experience","Full time course","Graduate","Other","6","","Pvt Ltd","never",39,"1"
18927,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd",">4",47,"0"
23020,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","8","50-99","Pvt Ltd","2",40,"0"
2400,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Funded Startup","1",32,"1"
26941,"city_21",0.624,"Male","No relevent experience","no_enrollment","","","2","","","never",20,"1"
9044,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","5","<10","Early Stage Startup","never",184,"0"
29677,"city_75",0.939,"Male","Has relevent experience","no_enrollment","High School","","18","1000-4999","Pvt Ltd","1",196,"0"
1814,"city_76",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","","","1",44,"0"
28458,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","3",57,"0"
28956,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","2","","","2",28,"0"
16876,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd","3",3,"0"
2754,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","500-999","Pvt Ltd","2",128,"0"
4154,"city_9",0.743,"","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","NGO","1",146,"0"
154,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","Oct-49","Public Sector","1",31,"0"
12685,"city_100",0.887,"","Has relevent experience","no_enrollment","High School","","6","100-500","Pvt Ltd","1",61,"0"
21337,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","3",24,"0"
29436,"city_89",0.925,"","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","4",224,"0"
756,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","<10","Funded Startup","2",36,"0"
3764,"city_73",0.754,"","No relevent experience","no_enrollment","Graduate","Humanities","15","Oct-49","Pvt Ltd",">4",48,"1"
30330,"city_114",0.926,"Male","No relevent experience","no_enrollment","High School","","3","","","never",25,"0"
955,"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","STEM","8","","","3",18,"0"
8876,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","Oct-49","Funded Startup","1",100,"0"
25746,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","","","never",46,"0"
17988,"city_98",0.949,"Male","Has relevent experience","no_enrollment","Graduate","Arts","3","50-99","Pvt Ltd","1",51,"0"
23925,"city_103",0.92,"Male","No relevent experience","no_enrollment","High School","","1","","","never",200,"0"
20283,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","12","","Pvt Ltd","1",30,"0"
6297,"city_134",0.698,"","Has relevent experience","","","","4","","","never",20,"0"
26143,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM","8","Oct-49","","1",15,"0"
14517,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Phd","STEM","10","10000+","Pvt Ltd","1",74,"0"
23026,"city_100",0.887,"Male","Has relevent experience","Part time course","Graduate","STEM","7","10000+","Pvt Ltd","never",39,"0"
17159,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd",">4",11,"0"
15422,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","18","","","1",39,"0"
22559,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Public Sector","2",144,"1"
7118,"city_64",0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","100-500","Pvt Ltd",">4",18,"1"
28583,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","5","","","never",10,"0"
15684,"city_142",0.727,"","Has relevent experience","Part time course","Graduate","STEM","6","Oct-49","Pvt Ltd","1",43,"0"
19696,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","5","1000-4999","Pvt Ltd","1",180,"0"
31941,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",18,"0"
5497,"city_75",0.939,"","No relevent experience","","","","<1","","Pvt Ltd","never",14,"0"
16692,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","100-500","","2",96,"0"
31108,"city_24",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","5","","","never",17,"1"
6213,"city_71",0.884,"","Has relevent experience","no_enrollment","Masters","Business Degree","15","","",">4",24,"0"
14563,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","1","5000-9999","Pvt Ltd","1",4,"1"
26590,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM","14","<10","Early Stage Startup","3",85,"0"
1756,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","50-99","Early Stage Startup","2",326,"0"
16361,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","Oct-49","Pvt Ltd","2",11,"0"
25420,"city_40",0.776,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",22,"0"
8391,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","5000-9999","Pvt Ltd","1",163,"0"
20708,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd",">4",90,"0"
20272,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Funded Startup","1",226,"0"
17422,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","100-500","Pvt Ltd","1",3,"1"
19919,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","5000-9999","Pvt Ltd","3",42,"0"
24531,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","","","3",65,"0"
11349,"city_1",0.847,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","<10","Pvt Ltd","1",33,"0"
30703,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","50-99","Pvt Ltd",">4",114,"1"
33276,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","Humanities",">20","1000-4999","NGO","4",15,"0"
19568,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","100-500","Pvt Ltd","1",25,"1"
3566,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","1",27,"0"
1539,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Other",">4",3,"0"
18630,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","Oct-49","Pvt Ltd","3",72,"0"
2205,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","never",56,"1"
12648,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","10000+","Public Sector","1",18,"0"
22546,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","<1","50-99","Pvt Ltd","1",31,"0"
14827,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM","12","1000-4999","Pvt Ltd","1",21,"0"
24894,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","7","","","2",17,"1"
6222,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","20","100-500","Pvt Ltd","3",26,"0"
4470,"city_16",0.91,"","No relevent experience","no_enrollment","Masters","STEM",">20","","",">4",34,"0"
13672,"city_21",0.624,"","No relevent experience","Full time course","Masters","STEM","9","","","3",72,"0"
17246,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","3","","Early Stage Startup","1",10,"0"
18058,"city_141",0.763,"Male","No relevent experience","Full time course","Graduate","STEM","5","","","never",11,"0"
10136,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","Humanities","13","500-999","Pvt Ltd","2",143,"0"
30385,"city_16",0.91,"Male","No relevent experience","no_enrollment","","","2","","","never",28,"0"
19416,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Humanities",">20","","","1",18,"1"
7044,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Early Stage Startup","1",62,"0"
4807,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","8","10000+","Pvt Ltd","never",26,"1"
11774,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Pvt Ltd",">4",37,"0"
2100,"city_114",0.926,"Male","Has relevent experience","Full time course","Masters","STEM","14","1000-4999","Pvt Ltd","1",12,"0"
26490,"city_114",0.926,"Male","No relevent experience","no_enrollment","High School","","1","50-99","Pvt Ltd","1",59,"0"
4720,"city_67",0.855,"","Has relevent experience","no_enrollment","High School","","6","1000-4999","Pvt Ltd","1",105,"0"
14005,"city_152",0.698,"","No relevent experience","no_enrollment","High School","","5","","","never",26,"0"
550,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","50-99","Pvt Ltd",">4",72,"0"
1847,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","Oct-49","Pvt Ltd",">4",63,"0"
896,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd","2",96,"0"
14683,"city_104",0.924,"Male","Has relevent experience","Full time course","Graduate","STEM","9","100-500","Pvt Ltd","1",9,"0"
26976,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Other",">4",31,"0"
31145,"city_67",0.855,"Male","No relevent experience","no_enrollment","Primary School","","8","","Pvt Ltd","never",22,"0"
21545,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","2",84,"1"
3388,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","2",196,"0"
11748,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","No Major","8","100-500","Pvt Ltd",">4",54,"0"
23527,"city_7",0.647,"Male","Has relevent experience","Full time course","Masters","STEM","4","","","1",13,"1"
5867,"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","","","1",34,"1"
25115,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","2","","","1",37,"0"
24147,"city_65",0.802,"Male","No relevent experience","Full time course","High School","","5","","","never",13,"0"
25261,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","4",112,"0"
3529,"city_16",0.91,"","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd",">4",160,"0"
19958,"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","Humanities",">20","10000+","Pvt Ltd",">4",45,"0"
28039,"city_94",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",81,"0"
5413,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",142,"1"
21364,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",110,"1"
24606,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","50-99","Pvt Ltd","1",21,"1"
24040,"city_48",0.493,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","NGO","1",15,"1"
21340,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","1",48,"0"
12173,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","1",23,"0"
13515,"city_76",0.698,"Male","Has relevent experience","Full time course","Graduate","STEM",">20","10000+","Pvt Ltd",">4",6,"0"
11135,"city_13",0.827,"Male","No relevent experience","Full time course","Graduate","STEM","11","","","1",73,"1"
2681,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","7","Oct-49","Early Stage Startup","1",11,"1"
18109,"city_16",0.91,"Male","Has relevent experience","Full time course","Masters","STEM","3","10000+","NGO","1",12,"0"
25225,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","","2",6,"0"
1609,"city_76",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","3",32,"0"
12065,"city_21",0.624,"","No relevent experience","Full time course","High School","","3","","","never",52,"0"
3685,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",111,"0"
8672,"city_45",0.89,"Male","Has relevent experience","Full time course","Graduate","STEM","3","100-500","Pvt Ltd","1",30,"0"
29630,"city_136",0.897,"","Has relevent experience","no_enrollment","Masters","STEM","4","1000-4999","Pvt Ltd","1",6,"0"
23839,"city_165",0.903,"Male","No relevent experience","no_enrollment","Graduate","Humanities",">20","50-99","NGO",">4",18,"0"
8914,"city_11",0.55,"","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","2",182,"0"
3456,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","1000-4999","Pvt Ltd","2",21,"1"
848,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","15","100-500","Pvt Ltd",">4",17,"0"
1851,"city_103",0.92,"Male","Has relevent experience","Part time course","Masters","STEM","5","10000+","Pvt Ltd","4",80,"0"
13248,"city_143",0.74,"","Has relevent experience","no_enrollment","Masters","STEM","9","5000-9999","","",43,"1"
31855,"city_160",0.92,"Male","Has relevent experience","Part time course","Graduate","Humanities",">20","","","2",21,"1"
728,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Funded Startup","2",28,"0"
25869,"city_90",0.698,"Male","Has relevent experience","Part time course","Graduate","STEM","6","<10","Pvt Ltd","1",47,"0"
1957,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","12","","","1",65,"1"
24626,"city_114",0.926,"","Has relevent experience","no_enrollment","Masters","STEM","16","","","1",84,"0"
24192,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","2",16,"0"
31803,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM","10","","","1",112,"1"
9859,"city_74",0.579,"","Has relevent experience","Part time course","Masters","STEM","<1","Oct-49","NGO","never",72,"0"
5870,"city_100",0.887,"Male","No relevent experience","no_enrollment","High School","","11","","Pvt Ltd",">4",29,"0"
29806,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10000+","","3",36,"0"
13758,"city_173",0.878,"Male","No relevent experience","no_enrollment","Masters","Humanities",">20","1000-4999","Public Sector","3",51,"0"
14885,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","6","","",">4",64,"1"
15656,"city_64",0.666,"","Has relevent experience","Full time course","Graduate","STEM",">20","10000+","Pvt Ltd","1",8,"0"
4174,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","","","4",42,"0"
1478,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",7,"1"
32784,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","Humanities",">20","","",">4",17,"1"
32622,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","2",136,"0"
14216,"city_21",0.624,"","No relevent experience","no_enrollment","Graduate","Other","2","100-500","Pvt Ltd","1",40,"1"
32465,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","1",104,"0"
30014,"city_100",0.887,"Male","Has relevent experience","Part time course","Graduate","STEM","10","<10","","1",3,"0"
19004,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","2","","Public Sector","1",25,"1"
25600,"city_102",0.804,"","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","4",83,"0"
24629,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","","Public Sector",">4",31,"0"
18113,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","100-500","Pvt Ltd","4",33,"0"
3262,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",22,"0"
14973,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd","2",35,"0"
2686,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10000+","Pvt Ltd","1",12,"0"
2434,"city_93",0.865,"Male","No relevent experience","Full time course","Masters","Business Degree","10","100-500","Pvt Ltd",">4",27,"0"
5486,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","9","50-99","Funded Startup","1",198,"0"
28462,"city_160",0.92,"","No relevent experience","no_enrollment","Graduate","STEM","1","10000+","Pvt Ltd","1",8,"0"
19477,"city_65",0.802,"","Has relevent experience","Full time course","Masters","STEM","2","1000-4999","Pvt Ltd","1",99,"0"
31726,"city_21",0.624,"","No relevent experience","no_enrollment","Graduate","STEM","4","","Pvt Ltd","never",57,"0"
26799,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Arts","17","Oct-49","","1",50,"0"
3503,"city_1",0.847,"Male","Has relevent experience","Full time course","Masters","STEM","6","5000-9999","Pvt Ltd","1",72,"1"
22484,"city_76",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Pvt Ltd","4",204,"0"
24198,"city_21",0.624,"","No relevent experience","no_enrollment","Masters","STEM","6","","","1",47,"0"
17905,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","<10","Early Stage Startup","1",163,"0"
21072,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Pvt Ltd","1",124,"0"
24904,"city_57",0.866,"Male","Has relevent experience","Part time course","Masters","STEM","<1","50-99","","1",18,"0"
15148,"city_55",0.739,"Male","Has relevent experience","Part time course","Graduate","STEM","12","100-500","Pvt Ltd","2",64,"0"
3364,"city_103",0.92,"","Has relevent experience","Part time course","Graduate","Humanities","15","","","1",192,"1"
12621,"city_114",0.926,"Female","No relevent experience","Full time course","High School","","3","","","1",37,"0"
22778,"city_97",0.925,"Female","No relevent experience","Full time course","High School","",">20","","","1",47,"0"
25978,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Public Sector","2",45,"1"
5582,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd",">4",100,"0"
32508,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","3",83,"0"
3994,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","NGO","1",21,"0"
23445,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","50-99","Pvt Ltd","4",8,"1"
7925,"city_36",0.893,"","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Pvt Ltd","1",63,"1"
33077,"city_102",0.804,"Female","Has relevent experience","Full time course","Masters","STEM","10","1000-4999","Pvt Ltd",">4",62,"1"
15417,"city_71",0.884,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",34,"0"
18358,"city_36",0.893,"","No relevent experience","no_enrollment","Masters","STEM","8","","","1",19,"0"
27440,"city_136",0.897,"Male","Has relevent experience","Full time course","Graduate","STEM","4","10000+","Pvt Ltd","1",58,"0"
11274,"city_114",0.926,"Female","Has relevent experience","no_enrollment","Masters","Humanities",">20","<10","Pvt Ltd",">4",24,"0"
9446,"city_27",0.848,"","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",22,"0"
22290,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",6,"0"
28257,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","Oct-49","Funded Startup",">4",9,"0"
23237,"city_142",0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","Oct-49","Pvt Ltd","3",218,"0"
8064,"city_45",0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","","1",17,"0"
32653,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Public Sector","2",55,"0"
9113,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","","","1",69,"0"
30252,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","","2",60,"0"
7661,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Business Degree","7","100-500","Funded Startup","1",39,"0"
8422,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Other","1",148,"0"
8723,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM","13","","",">4",38,"1"
15556,"city_64",0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",126,"0"
23112,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","1",324,"0"
10649,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","Oct-49","","1",41,"1"
18799,"city_114",0.926,"Male","No relevent experience","no_enrollment","High School","","2","Oct-49","Pvt Ltd","1",54,"0"
31706,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","7","50-99","Pvt Ltd","2",26,"1"
23643,"city_103",0.92,"","No relevent experience","Full time course","Graduate","STEM","6","","","1",117,"1"
26113,"city_114",0.926,"Female","No relevent experience","Full time course","Graduate","STEM","15","","","1",36,"1"
25838,"city_136",0.897,"Male","No relevent experience","Full time course","Graduate","STEM","7","","","never",34,"0"
14071,"city_114",0.926,"Male","Has relevent experience","Full time course","High School","","4","","","2",47,"0"
22177,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","","Pvt Ltd","1",21,"0"
25917,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","No Major",">20","","",">4",30,"1"
27247,"city_28",0.939,"Male","Has relevent experience","no_enrollment","High School","","6","Oct-49","Pvt Ltd","1",134,"0"
23186,"city_21",0.624,"","No relevent experience","Full time course","Primary School","","1","<10","Public Sector","never",15,"1"
3539,"city_160",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","8","","","1",64,"1"
352,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","Oct-49","Pvt Ltd",">4",15,"0"
27433,"city_23",0.899,"Male","No relevent experience","Part time course","High School","","4","","","1",14,"0"
